,Incident No.,View,Unit,Zone,Function,Category,Incident Nature,Incident Type,Description,Incident Date,Reporting Date,Status,Debit Note Status
12319,12319,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-02-19 00:00:00,2014-02-20,Not Approved,
12320,12320,FAR,SEZ,D Zone,Automation,Security,Damage to company property,Barrier,Damage to company propertyBarrier,2014-02-18 00:00:00,2014-02-18,Approved By Site Head,
12321,12321,FAR,PCG,,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-02-18 00:00:00,2014-02-18,Not Approved,
12322,12322,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-02-18 00:00:00,2014-02-19,Not Approved,
12323,12323,FAR,DTA,C-Zone,Traffic,Traffic incident,Damaging property,,,2014-02-17 00:00:00,2014-02-17,Approved By Site Head,
12324,12324,FAR,DTA,B-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-17 00:00:00,2014-02-17,Not Approved,
12325,12325,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-02-16 00:00:00,2014-02-16,Not Approved,
12326,12326,FAR,SEZ,Material Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-02-15 00:00:00,2014-02-15,Approved By Site Head,
12327,12327,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-14 00:00:00,2014-02-14,Not Approved,
12328,12328,FAR,SEZ,Z-RTF,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-02-14 00:00:00,2014-02-14,Approved By Site Head,
12329,12329,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-13 00:00:00,2014-02-13,Not Approved,
12330,12330,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-02-13 00:00:00,2014-02-13,Not Approved,
12331,12331,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-02-12 00:00:00,2014-02-12,Not Approved,
12332,12332,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-02-12 00:00:00,2014-02-12,Approved By Site Head,
12333,12333,FAR,MTF,MTF ISBL,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-12 00:00:00,2014-02-12,Approved By Site Head,
12334,12334,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-02-12 00:00:00,2014-02-12,Not Approved,
12335,12335,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-02-12 00:00:00,2014-02-12,Not Approved,
12336,12336,FAR,PCG,,Physical Security,Safety violation,Without PPEs,W/o Safety shoes at worksite,Without PPEsW/o Safety shoes at worksite,2014-02-12 00:00:00,2014-02-12,Not Approved,
12337,12337,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-12 00:00:00,2014-02-12,Approved By Site Head,
12338,12338,FAR,MTF,MTF ISBL,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-12 00:00:00,2014-02-12,Approved By Site Head,
12339,12339,FAR,PCG,,Physical Security,Security,Theft,Reported,TheftReported,2014-02-11 00:00:00,2014-02-11,Not Approved,
12340,12340,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-11 00:00:00,2014-02-11,Not Approved,
12341,12341,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-11 00:00:00,2014-02-11,Not Approved,
12342,12342,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-11 00:00:00,2014-02-11,Not Approved,
12343,12343,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-11 00:00:00,2014-02-11,Not Approved,
12344,12344,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-11 00:00:00,2014-02-11,Not Approved,
12345,12345,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-02-11 00:00:00,2014-02-11,Not Approved,
12346,12346,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-10 00:00:00,2014-02-10,Not Approved,
12347,12347,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-09 00:00:00,2014-02-09,Not Approved,
12348,12348,FAR,DTA,B-Zone,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-02-09 00:00:00,2014-02-09,Not Approved,
12349,12349,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-02-08 00:00:00,2014-02-08,Not Approved,
12350,12350,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-08 00:00:00,2014-02-08,Not Approved,
12351,12351,FAR,SEZ,D Zone,Traffic,Traffic incident,Damaging property,,,2014-02-06 00:00:00,2014-02-06,Approved By Site Head,
12352,12352,FAR,SEZ,D Zone,Traffic,Traffic incident,Damaging property,,,2014-02-06 00:00:00,2014-02-06,Approved By Site Head,
12353,12353,FAR,Off Site,Off Site,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-02-06 00:00:00,2014-02-06,Not Approved,
12354,12354,FAR,Off Site,Off Site,Physical Security,Security,Forceful entry,Attempt,Forceful entryAttempt,2014-02-06 00:00:00,2014-02-06,Not Approved,
12355,12355,FAR,PCG,,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2014-02-06 00:00:00,2014-02-06,Not Approved,
12356,12356,FAR,PCG,,Traffic,Traffic incident,Damaging property,,,2014-02-05 00:00:00,2014-02-05,Not Approved,
12357,12357,FAR,PCG,,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-02-05 00:00:00,2014-02-05,Not Approved,
12358,12358,FAR,SEZ,Z-RTF,Physical Security,Safety violation,Without PPEs,W/o Safety shoes at worksite,Without PPEsW/o Safety shoes at worksite,2014-02-05 00:00:00,2014-02-05,Approved By Site Head,
12359,12359,FAR,DTA,B-Zone,Physical Security,Others,IR issue,,,2014-02-04 00:00:00,2014-02-04,Not Approved,
12360,12360,FAR,SEZ,D Zone,Traffic,Traffic incident,Damaging property,,,2014-02-04 00:00:00,2014-02-04,Approved By Site Head,
12361,12361,FAR,SEZ,D Zone,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-02-04 00:00:00,2014-02-04,Approved By Site Head,
12362,12362,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-02-03 00:00:00,2014-02-04,Approved By Site Head,
12363,12363,FAR,DTA,B-Zone,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-02-02 00:00:00,2014-02-02,Not Approved,
12364,12364,FAR,DTA,B-Zone,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-02-02 00:00:00,2014-02-02,Not Approved,
12365,12365,FAR,DTA,Reliance Green,Physical Security,Security,Access control related,Intrusion,Access control relatedIntrusion,2014-02-02 00:00:00,2014-02-02,Not Approved,
12366,12366,FAR,Off Site,Off Site,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-02-02 00:00:00,2014-02-02,Not Approved,
12367,12367,FAR,PCG,,Physical Security,Safety violation,Prohibited Material,,,2014-02-02 00:00:00,2014-02-02,Not Approved,
12368,12368,FAR,SEZ,D Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-02-01 00:00:00,2014-02-01,Approved By Site Head,
12369,12369,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-01 00:00:00,2014-02-01,Not Approved,
12370,12370,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-01-31 00:00:00,2014-01-31,Not Approved,
12371,12371,FAR,DTA,B-Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-31 00:00:00,2014-01-31,Not Approved,
12372,12372,FAR,PCG,,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-30 00:00:00,2014-01-30,Not Approved,
12373,12373,FAR,Off Site,Off Site,Physical Security,Others,IR issue,Others,IR issueOthers,30-JAN-2014,2014-01-30,Not Approved,
12374,12374,FAR,Off Site,Off Site,Physical Security,Others,IR issue,Others,IR issueOthers,30-JAN-2014,2014-01-30,Not Approved,
12375,12375,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-01-30 00:00:00,2014-01-30,Not Approved,
12376,12376,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-01-30 00:00:00,2014-01-30,Not Approved,
12377,12377,FAR,PCG,,Traffic,Traffic incident,Near miss,,,2014-01-29 00:00:00,2014-01-29,Not Approved,
12378,12378,FAR,MTF,MTF ISBL,Physical Security,Security,PR issue,Land related,PR issueLand related,2014-01-29 00:00:00,2014-01-29,Approved By Site Head,
12379,12379,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-28 00:00:00,2014-01-28,Not Approved,
12380,12380,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-01-27 00:00:00,2014-01-27,Not Approved,
12381,12381,FAR,SEZ,D Zone,Physical Security,Others,IR issue,,,2014-01-27 00:00:00,2014-01-27,Approved By Site Head,
12382,12382,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-27 00:00:00,2014-01-27,Not Approved,
12383,12383,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-01-26 00:00:00,2014-01-26,Not Approved,
12384,12384,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-01-26 00:00:00,2014-01-26,Not Approved,
12385,12385,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Natural Calamity,Emergency responseNatural Calamity,2014-01-26 00:00:00,2014-01-26,Not Approved,
12386,12386,FAR,PCG,,Physical Security,Others,IR issue,,,2014-01-25 00:00:00,2014-01-25,Not Approved,
12387,12387,FAR,DTA,B-Zone,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-01-25 00:00:00,2014-01-25,Not Approved,
12388,12388,FAR,SEZ,Z-RTF,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-01-23 00:00:00,2014-01-23,Approved By Site Head,
12389,12389,FAR,DTA,C-Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-01-22 00:00:00,2014-01-22,Approved By Site Head,
12390,12390,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-01-22 00:00:00,2014-01-22,Not Approved,
12391,12391,FAR,DTA,Reliance Green,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-01-21 00:00:00,2014-01-21,Not Approved,
12392,12392,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-01-21 00:00:00,2014-01-21,Not Approved,
12393,12393,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-01-21 00:00:00,2014-01-21,Not Approved,
12394,12394,FAR,PCG,,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-01-21 00:00:00,2014-01-21,Not Approved,
12395,12395,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-01-21 00:00:00,2014-01-21,Not Approved,
12396,12396,FAR,PCG,,Physical Security,Others,IR issue,,,2014-01-21 00:00:00,2014-01-21,Not Approved,
12397,12397,FAR,DTA,B-Zone,Physical Security,Security,Pilferage,Solid Material,PilferageSolid Material,2014-01-20 00:00:00,2014-01-20,Not Approved,
12398,12398,FAR,SEZ,D Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-01-18 00:00:00,2014-01-18,Approved By Site Head,
12399,12399,FAR,DTA,C-Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-01-18 00:00:00,2014-01-18,Approved By Site Head,
12400,12400,FAR,PCG,,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-16 00:00:00,2014-01-16,Not Approved,
12401,12401,FAR,PCG,,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-01-16 00:00:00,2014-01-16,Not Approved,
12402,12402,FAR,SEZ,Z-RTF,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-01-15 00:00:00,2014-01-15,Approved By Site Head,
12403,12403,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-01-15 00:00:00,2014-01-15,Not Approved,
12404,12404,FAR,DTA,B-Zone,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2014-01-14 00:00:00,2014-01-14,Not Approved,
12405,12405,FAR,SEZ,Z-RTF,Traffic,Traffic incident,Near miss,,,2014-01-13 00:00:00,2014-01-13,Approved By Site Head,
12406,12406,FAR,SEZ,Material Zone,Physical Security,Security,Impersonation,Forged Material Gate Pass,ImpersonationForged Material Gate Pass,2014-01-13 00:00:00,2014-01-13,Approved By Site Head,
12407,12407,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-01-13 00:00:00,2014-01-13,Not Approved,
12408,12408,FAR,SEZ,Material Zone,Physical Security,Others,IR issue,Others,IR issueOthers,2014-01-13 00:00:00,2014-01-13,Approved By Site Head,
12409,12409,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-01-13 00:00:00,2014-01-13,Not Approved,
12410,12410,FAR,MTF,MTF OSBL,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-01-13 00:00:00,2014-01-13,Approved By Site Head,
12411,12411,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-01-12 00:00:00,2014-01-12,Not Approved,
12412,12412,FAR,PCG,,Physical Security,Security,Alcohol,Recovered,AlcoholRecovered,2014-01-12 00:00:00,2014-01-12,Not Approved,
12413,12413,FAR,DTA,C-Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-11 00:00:00,2014-01-11,Approved By Site Head,
12414,12414,FAR,DTA,C-Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-01-11 00:00:00,2014-01-11,Approved By Site Head,
12415,12415,FAR,SEZ,Z-RTF,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-01-11 00:00:00,2014-01-11,Approved By Site Head,
12416,12416,FAR,DTA,B-Zone,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-01-10 00:00:00,2014-01-10,Not Approved,
12417,12417,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-01-10 00:00:00,2014-01-10,Not Approved,
12418,12418,FAR,DTA,C-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-01-09 00:00:00,2014-01-09,Approved By Site Head,
12419,12419,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-01-09 00:00:00,2014-01-09,Not Approved,
12420,12420,FAR,PCG,,Physical Security,Others,Emergency response,Natural Calamity,Emergency responseNatural Calamity,2014-01-09 00:00:00,2014-01-09,Not Approved,
12421,12421,FAR,DTA,A-Zone,Physical Security,Others,IR issue,,,2014-01-07 00:00:00,2014-01-07,Not Approved,
12422,12422,FAR,DTA,A-Zone,Traffic,Traffic incident,LTC,,,2014-01-07 00:00:00,2014-01-07,Not Approved,
12423,12423,FAR,PCG,,Physical Security,Others,Worksite accidents,LWC,Worksite accidentsLWC,2014-01-06 00:00:00,2014-01-06,Not Approved,
12424,12424,FAR,DTA,Reliance Green,Traffic,Traffic incident,Near miss,,,2014-01-06 00:00:00,2014-01-06,Not Approved,
12425,12425,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-01-06 00:00:00,2014-01-06,Not Approved,
12426,12426,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-01-05 00:00:00,2014-01-05,Not Approved,
12427,12427,FAR,MTF,MTF OSBL,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-01-05 00:00:00,2014-01-05,Approved By Site Head,
12428,12428,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-04 00:00:00,2014-01-04,Approved By Site Head,
12429,12429,FAR,PCG,,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-01-04 00:00:00,2014-01-04,Not Approved,
12430,12430,FAR,DTA,C-Zone,Traffic,Traffic incident,Damaging property,,,2014-01-03 00:00:00,2014-01-03,Approved By Site Head,
12431,12431,FAR,SEZ,Material Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-01-03 00:00:00,2014-01-03,Approved By Site Head,
12432,12432,FAR,SEZ,,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-01-02 00:00:00,2014-01-02,Not Approved,
12433,12433,FAR,SEZ,,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-01-02 00:00:00,2014-01-02,Not Approved,
12434,12434,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-01-02 00:00:00,2014-01-02,Not Approved,
12435,12435,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-01-02 00:00:00,2014-01-02,Not Approved,
12436,12436,FAR,SEZ,,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-01-02 00:00:00,2014-01-02,Not Approved,
12437,12437,FAR,PCG,,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-01-02 00:00:00,2014-01-02,Not Approved,
12438,12438,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-01-02 00:00:00,2014-01-02,Not Approved,
12439,12439,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-01-02 00:00:00,2014-01-02,Not Approved,
12440,12440,FAR,SEZ,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-01-02 00:00:00,2014-01-02,Not Approved,
12441,12441,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,31-DEC-2013,2014-01-31,Not Approved,
12442,12442,FAR,DTA,Reliance Green,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2013-12-30 00:00:00,2013-12-30,Not Approved,
12443,12443,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2013-12-30 00:00:00,2013-12-30,Not Approved,
12444,12444,FAR,DTA,B-Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2013-12-30 00:00:00,2013-12-30,Not Approved,
12445,12445,FAR,PCG,,Physical Security,Security,Theft,Reported,TheftReported,2013-12-29 00:00:00,2013-12-29,Not Approved,
12446,12446,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Reported,TheftReported,2013-12-29 00:00:00,2013-12-29,Approved By Zone IC,
12447,12447,FAR,DTA,B-Zone,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2013-12-29 00:00:00,2013-12-29,Not Approved,
12448,12448,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2013-12-29 00:00:00,2013-12-29,Not Approved,
12449,12449,FAR,PCG,,Traffic,Traffic incident,Near miss,,,2013-12-28 00:00:00,2013-12-28,Approved By Zone IC,
